route_id,service_id,trip_id,direction_id,trip_headsign,shape_id
line:69,27_1311881,2039863,0,Ramonville,11972
line:69,27_1311390,2039373,1,Borderouge,11973
line:69,27_1311755,2039737,0,Ramonville,11972
line:69,27_1312649,2040629,0,Ramonville,11972
line:69,27_1312419,2040400,1,Borderouge,11973
line:69,27_1312946,2040925,1,Borderouge,11973
line:69,27_1311058,2039041,0,Ramonville,11972
line:69,27_1311762,2039744,0,Ramonville,11972
line:69,27_1334936,2063463,0,Ramonville,11972
line:69,27_1316861,2043686,1,Borderouge,11973
line:69,27_1311704,2039686,0,Ramonville,11972
line:69,27_1311760,2039742,0,Ramonville,11972
line:69,27_1311791,2039773,0,Ramonville,11972
line:69,27_1313220,2041196,0,Ramonville,11972
line:69,27_1311266,2039249,0,Ramonville,11972
line:69,27_1312579,2040560,1,Borderouge,11973
line:69,27_1311278,2039261,0,Ramonville,11972
line:69,27_1313294,2041268,1,Borderouge,11973
line:69,27_1312644,2040624,0,Ramonville,11972
line:69,27_1313104,2041082,1,Borderouge,11973
line:69,27_1312792,2040772,1,Borderouge,11973
line:69,27_1311846,2039828,0,Ramonville,11972
line:69,27_1311891,2039873,1,Borderouge,11973
line:69,27_1311953,2039935,1,Borderouge,11973
line:69,27_1311655,2039638,1,Borderouge,11973
line:69,27_1311403,2039386,1,Borderouge,11973
line:69,27_1312297,2040278,0,Ramonville,11972
line:69,27_1311751,2039733,0,Ramonville,11972
line:69,27_1311140,2039123,0,Ramonville,11972
line:69,27_1313134,2041112,1,Borderouge,11973
line:69,27_1311059,2039042,0,Ramonville,11972
line:69,27_1311649,2039632,1,Borderouge,11973
line:69,27_1312685,2040665,0,Ramonville,11972
line:69,27_1313256,2041230,0,Ramonville,11972
line:69,27_1312607,2040588,1,Borderouge,11973
line:69,27_1313336,2041307,0,Ramonville,11972
line:69,27_1312590,2040571,1,Borderouge,11973
line:69,27_1313068,2041046,0,Ramonville,11972
line:69,27_1311169,2039152,0,Ramonville,11972
line:69,27_1313160,2041137,0,Ramonville,11972
line:69,27_1311921,2039903,1,Borderouge,11973
line:69,27_1316844,2043669,1,Borderouge,11973
line:69,27_1313076,2041054,1,Borderouge,11973
line:69,27_1313282,2041256,1,Borderouge,11973
line:69,27_1311487,2039470,1,Borderouge,11973
line:69,27_1312031,2040013,1,Borderouge,11973
line:69,27_1312366,2040347,0,Ramonville,11972
line:69,27_1311422,2039405,1,Borderouge,11973
line:69,27_1313073,2041051,1,Borderouge,11973
line:69,27_1313347,2041318,1,Borderouge,11973
line:69,27_1312382,2040363,1,Borderouge,11973
line:69,27_1313024,2041002,0,Ramonville,11972
line:69,27_1312916,2040895,0,Ramonville,11972
line:69,27_1311038,2039021,0,Ramonville,11972
line:69,27_1311593,2039576,1,Borderouge,11973
line:69,27_1312959,2040938,1,Borderouge,11973
line:69,27_1311966,2039948,1,Borderouge,11973
line:69,27_1312935,2040914,0,Ramonville,11972
line:69,27_1311142,2039125,0,Ramonville,11972
line:69,27_1312130,2040111,0,Ramonville,11972
line:69,27_1312293,2040274,0,Ramonville,11972
line:69,27_1312354,2040335,0,Ramonville,11972
line:69,27_1311816,2039798,0,Ramonville,11972
line:69,27_1313286,2041260,1,Borderouge,11973
line:69,27_1311420,2039403,1,Borderouge,11973
line:69,27_1312048,2040030,1,Borderouge,11973
line:69,27_1311903,2039885,1,Borderouge,11973
line:69,27_1310966,2038949,0,Ramonville,11972
line:69,27_1311401,2039384,1,Borderouge,11973
line:69,27_1311952,2039934,1,Borderouge,11973
line:69,27_1312833,2040813,1,Borderouge,11973
line:69,27_1310977,2038960,0,Ramonville,11972
line:69,27_1334972,2063494,1,Borderouge,11973
line:69,27_1312455,2040436,1,Borderouge,11973
line:69,27_1334956,2063481,0,Ramonville,11972
line:69,27_1312669,2040649,0,Ramonville,11972
line:69,27_1311941,2039923,1,Borderouge,11973
line:69,27_1312231,2040212,0,Ramonville,11972
line:69,27_1311144,2039127,0,Ramonville,11972
line:69,27_1311727,2039709,0,Ramonville,11972
line:69,27_1313061,2041039,0,Ramonville,11972
line:69,27_1312260,2040241,0,Ramonville,11972
line:69,27_1311137,2039120,0,Ramonville,11972
line:69,27_1311283,2039266,0,Ramonville,11972
line:69,27_1310983,2038966,0,Ramonville,11972
line:69,27_1311573,2039556,1,Borderouge,11973
line:69,27_1312003,2039985,1,Borderouge,11973
line:69,27_1312924,2040903,0,Ramonville,11972
line:69,27_1311706,2039688,0,Ramonville,11972
line:69,27_1334939,2063466,1,Borderouge,11973
line:69,27_1312440,2040421,1,Borderouge,11973
line:69,27_1334946,2063472,0,Ramonville,11972
line:69,27_1312028,2040010,1,Borderouge,11973
line:69,27_1311569,2039552,1,Borderouge,11973
line:69,27_1312250,2040231,0,Ramonville,11972
line:69,27_1312702,2040682,0,Ramonville,11972
line:69,27_1312181,2040162,0,Ramonville,11972
line:69,27_1312770,2040750,1,Borderouge,11973
line:69,27_1312197,2040178,0,Ramonville,11972
line:69,27_1311375,2039358,1,Borderouge,11973
line:69,27_1313127,2041105,1,Borderouge,11973
line:69,27_1312578,2040559,1,Borderouge,11973
line:69,27_1311026,2039009,0,Ramonville,11972
line:69,27_1311232,2039215,0,Ramonville,11972
line:69,27_1312211,2040192,0,Ramonville,11972
line:69,27_1313129,2041107,1,Borderouge,11973
line:69,27_1312589,2040570,1,Borderouge,11973
line:69,27_1311863,2039845,0,Ramonville,11972
line:69,27_1312182,2040163,0,Ramonville,11972
line:69,27_1312426,2040407,1,Borderouge,11973
line:69,27_1311288,2039271,0,Ramonville,11972
line:69,27_1312078,2040060,1,Borderouge,11973
line:69,27_1311798,2039780,0,Ramonville,11972
line:69,27_1312098,2040080,1,Borderouge,11973
line:69,27_1312321,2040302,0,Ramonville,11972
line:69,27_1312133,2040114,0,Ramonville,11972
line:69,27_1312163,2040144,0,Ramonville,11972
line:69,27_1312901,2040880,0,Ramonville,11972
line:69,27_1312938,2040917,0,Ramonville,11972
line:69,27_1311588,2039571,1,Borderouge,11973
line:69,27_1312967,2040946,1,Borderouge,11973
line:69,27_1312868,2040847,0,Ramonville,11972
line:69,27_1311245,2039228,0,Ramonville,11972
line:69,27_1311236,2039219,0,Ramonville,11972
line:69,27_1311912,2039894,1,Borderouge,11973
line:69,27_1311296,2039279,0,Ramonville,11972
line:69,27_1316822,2043647,0,Ramonville,11972
line:69,27_1311996,2039978,1,Borderouge,11973
line:69,27_1311145,2039128,0,Ramonville,11972
line:69,27_1311574,2039557,1,Borderouge,11973
line:69,27_1316842,2043667,1,Borderouge,11973
line:69,27_1312239,2040220,0,Ramonville,11972
line:69,27_1312601,2040582,1,Borderouge,11973
line:69,27_1311406,2039389,1,Borderouge,11973
line:69,27_1313096,2041074,1,Borderouge,11973
line:69,27_1316840,2043665,1,Borderouge,11973
line:69,27_1311570,2039553,1,Borderouge,11973
line:69,27_1312837,2040816,0,Ramonville,11972
line:69,27_1312229,2040210,0,Ramonville,11972
line:69,27_1312831,2040811,1,Borderouge,11973
line:69,27_1313291,2041265,1,Borderouge,11973
line:69,27_1316839,2043664,1,Borderouge,11973
line:69,27_1311495,2039478,1,Borderouge,11973
line:69,27_1313154,2041131,0,Ramonville,11972
line:69,27_1312404,2040385,1,Borderouge,11973
line:69,27_1312811,2040791,1,Borderouge,11973
line:69,27_1334918,2063447,0,Ramonville,11972
line:69,27_1313131,2041109,1,Borderouge,11973
line:69,27_1311465,2039448,1,Borderouge,11973
line:69,27_1311942,2039924,1,Borderouge,11973
line:69,27_1312409,2040390,1,Borderouge,11973
line:69,27_1311879,2039861,0,Ramonville,11972
line:69,27_1313374,2041344,0,Ramonville,11972
line:69,27_1312950,2040929,1,Borderouge,11973
line:69,27_1313251,2041225,0,Ramonville,11972
line:69,27_1311563,2039546,1,Borderouge,11973
line:69,27_1311286,2039269,0,Ramonville,11972
line:69,27_1312892,2040871,0,Ramonville,11972
line:69,27_1316864,2043689,1,Borderouge,11973
line:69,27_1316832,2043657,0,Ramonville,11972
line:69,27_1311211,2039194,0,Ramonville,11972
line:69,27_1312412,2040393,1,Borderouge,11973
line:69,27_1312383,2040364,1,Borderouge,11973
line:69,27_1313078,2041056,1,Borderouge,11973
line:69,27_1313328,2041299,0,Ramonville,11972
line:69,27_1312138,2040119,0,Ramonville,11972
line:69,27_1313219,2041195,0,Ramonville,11972
line:69,27_1312963,2040942,1,Borderouge,11973
line:69,27_1311374,2039357,1,Borderouge,11973
line:69,27_1312416,2040397,1,Borderouge,11973
line:69,27_1312494,2040475,1,Borderouge,11973
line:69,27_1312879,2040858,0,Ramonville,11972
line:69,27_1312567,2040548,1,Borderouge,11973
line:69,27_1311644,2039627,1,Borderouge,11973
line:69,27_1311624,2039607,1,Borderouge,11973
line:69,27_1311146,2039129,0,Ramonville,11972
line:69,27_1312278,2040259,0,Ramonville,11972
line:69,27_1316835,2043660,0,Ramonville,11972
line:69,27_1311955,2039937,1,Borderouge,11973
line:69,27_1311343,2039326,1,Borderouge,11973
line:69,27_1311107,2039090,0,Ramonville,11972
line:69,27_1312196,2040177,0,Ramonville,11972
line:69,27_1313352,2041323,1,Borderouge,11973
line:69,27_1312672,2040652,0,Ramonville,11972
line:69,27_1311965,2039947,1,Borderouge,11973
line:69,27_1313207,2041184,1,Borderouge,11973
line:69,27_1311237,2039220,0,Ramonville,11972
line:69,27_1312966,2040945,1,Borderouge,11973
line:69,27_1311013,2038996,0,Ramonville,11972
line:69,27_1334938,2063465,0,Ramonville,11972
line:69,27_1311752,2039734,0,Ramonville,11972
line:69,27_1311911,2039893,1,Borderouge,11973
line:69,27_1311746,2039728,0,Ramonville,11972
line:69,27_1311309,2039292,0,Ramonville,11972
line:69,27_1313200,2041177,1,Borderouge,11973
line:69,27_1311934,2039916,1,Borderouge,11973
line:69,27_1311484,2039467,1,Borderouge,11973
line:69,27_1334954,2063479,0,Ramonville,11972
line:69,27_1313128,2041106,1,Borderouge,11973
line:69,27_1312009,2039991,1,Borderouge,11973
line:69,27_1311305,2039288,0,Ramonville,11972
line:69,27_1311389,2039372,1,Borderouge,11973
line:69,27_1311542,2039525,1,Borderouge,11973
line:69,27_1312367,2040348,0,Ramonville,11972
line:69,27_1312828,2040808,1,Borderouge,11973
line:69,27_1311600,2039583,1,Borderouge,11973
line:69,27_1312373,2040354,0,Ramonville,11972
line:69,27_1313136,2041114,1,Borderouge,11973
line:69,27_1313231,2041207,1,Borderouge,11973
line:69,27_1312541,2040522,1,Borderouge,11973
line:69,27_1311444,2039427,1,Borderouge,11973
line:69,27_1312295,2040276,0,Ramonville,11972
line:69,27_1313313,2041285,1,Borderouge,11973
line:69,27_1312213,2040194,0,Ramonville,11972
line:69,27_1311917,2039899,1,Borderouge,11973
line:69,27_1313178,2041155,0,Ramonville,11972
line:69,27_1311393,2039376,1,Borderouge,11973
line:69,27_1312561,2040542,1,Borderouge,11973
line:69,27_1316859,2043684,1,Borderouge,11973
line:69,27_1311873,2039855,0,Ramonville,11972
line:69,27_1312972,2040951,1,Borderouge,11973
line:69,27_1311788,2039770,0,Ramonville,11972
line:69,27_1312586,2040567,1,Borderouge,11973
line:69,27_1312415,2040396,1,Borderouge,11973
line:69,27_1311691,2039674,1,Borderouge,11973
line:69,27_1311213,2039196,0,Ramonville,11972
line:69,27_1311104,2039087,0,Ramonville,11972
line:69,27_1311470,2039453,1,Borderouge,11973
line:69,27_1311231,2039214,0,Ramonville,11972
line:69,27_1312790,2040770,1,Borderouge,11973
line:69,27_1312827,2040807,1,Borderouge,11973
line:69,27_1312700,2040680,0,Ramonville,11972
line:69,27_1311323,2039306,0,Ramonville,11972
line:69,27_1311517,2039500,1,Borderouge,11973
line:69,27_1311844,2039826,0,Ramonville,11972
line:69,27_1311523,2039506,1,Borderouge,11973
line:69,27_1311047,2039030,0,Ramonville,11972
line:69,27_1312388,2040369,1,Borderouge,11973
line:69,27_1312757,2040737,1,Borderouge,11973
line:69,27_1311850,2039832,0,Ramonville,11972
line:69,27_1311561,2039544,1,Borderouge,11973
line:69,27_1312469,2040450,1,Borderouge,11973
line:69,27_1312656,2040636,0,Ramonville,11972
line:69,27_1312339,2040320,0,Ramonville,11972
line:69,27_1312847,2040826,0,Ramonville,11972
line:69,27_1313223,2041199,0,Ramonville,11972
line:69,27_1311282,2039265,0,Ramonville,11972
line:69,27_1311565,2039548,1,Borderouge,11973
line:69,27_1312175,2040156,0,Ramonville,11972
line:69,27_1312788,2040768,1,Borderouge,11973
line:69,27_1311521,2039504,1,Borderouge,11973
line:69,27_1312753,2040733,0,Ramonville,11972
line:69,27_1311951,2039933,1,Borderouge,11973
line:69,27_1311582,2039565,1,Borderouge,11973
line:69,27_1312797,2040777,1,Borderouge,11973
line:69,27_1311353,2039336,1,Borderouge,11973
line:69,27_1312319,2040300,0,Ramonville,11972
line:69,27_1311665,2039648,1,Borderouge,11973
line:69,27_1312667,2040647,0,Ramonville,11972
line:69,27_1312689,2040669,0,Ramonville,11972
line:69,27_1312496,2040477,1,Borderouge,11973
line:69,27_1311820,2039802,0,Ramonville,11972
line:69,27_1312216,2040197,0,Ramonville,11972
line:69,27_1313295,2041269,1,Borderouge,11973
line:69,27_1311099,2039082,0,Ramonville,11972
line:69,27_1313360,2041331,1,Borderouge,11973
line:69,27_1311658,2039641,1,Borderouge,11973
line:69,27_1311549,2039532,1,Borderouge,11973
line:69,27_1311933,2039915,1,Borderouge,11973
line:69,27_1311395,2039378,1,Borderouge,11973
line:69,27_1312511,2040492,1,Borderouge,11973
line:69,27_1311831,2039813,0,Ramonville,11972
line:69,27_1312501,2040482,1,Borderouge,11973
line:69,27_1311448,2039431,1,Borderouge,11973
line:69,27_1312503,2040484,1,Borderouge,11973
line:69,27_1311728,2039710,0,Ramonville,11972
line:69,27_1313049,2041027,0,Ramonville,11972
line:69,27_1311396,2039379,1,Borderouge,11973
line:69,27_1313203,2041180,1,Borderouge,11973
line:69,27_1312307,2040288,0,Ramonville,11972
line:69,27_1312286,2040267,0,Ramonville,11972
line:69,27_1313355,2041326,1,Borderouge,11973
line:69,27_1313165,2041142,0,Ramonville,11972
line:69,27_1313082,2041060,1,Borderouge,11973
line:69,27_1313288,2041262,1,Borderouge,11973
line:69,27_1312030,2040012,1,Borderouge,11973
line:69,27_1312695,2040675,0,Ramonville,11972
line:69,27_1311287,2039270,0,Ramonville,11972
line:69,27_1312869,2040848,0,Ramonville,11972
line:69,27_1334913,2063444,1,Borderouge,11973
line:69,27_1311002,2038985,0,Ramonville,11972
line:69,27_1311797,2039779,0,Ramonville,11972
line:69,27_1311289,2039272,0,Ramonville,11972
line:69,27_1313162,2041139,0,Ramonville,11972
line:69,27_1312237,2040218,0,Ramonville,11972
line:69,27_1312975,2040954,1,Borderouge,11973
line:69,27_1312185,2040166,0,Ramonville,11972
line:69,27_1311331,2039314,1,Borderouge,11973
line:69,27_1312954,2040933,1,Borderouge,11973
line:69,27_1311110,2039093,0,Ramonville,11972
line:69,27_1313019,2040998,1,Borderouge,11973
line:69,27_1311737,2039719,0,Ramonville,11972
line:69,27_1311768,2039750,0,Ramonville,11972
line:69,27_1313222,2041198,0,Ramonville,11972
line:69,27_1311008,2038991,0,Ramonville,11972
line:69,27_1311263,2039246,0,Ramonville,11972
line:69,27_1312716,2040696,0,Ramonville,11972
line:69,27_1312312,2040293,0,Ramonville,11972
line:69,27_1310998,2038981,0,Ramonville,11972
line:69,27_1312190,2040171,0,Ramonville,11972
line:69,27_1311980,2039962,1,Borderouge,11973
line:69,27_1334949,2063475,0,Ramonville,11972
line:69,27_1313353,2041324,1,Borderouge,11973
line:69,27_1311772,2039754,0,Ramonville,11972
line:69,27_1311377,2039360,1,Borderouge,11973
line:69,27_1312305,2040286,0,Ramonville,11972
line:69,27_1311220,2039203,0,Ramonville,11972
line:69,27_1312650,2040630,0,Ramonville,11972
line:69,27_1312987,2040966,1,Borderouge,11973
line:69,27_1311611,2039594,1,Borderouge,11973
line:69,27_1312460,2040441,1,Borderouge,11973
line:69,27_1311027,2039010,0,Ramonville,11972
line:69,27_1312456,2040437,1,Borderouge,11973
line:69,27_1312546,2040527,1,Borderouge,11973
line:69,27_1311418,2039401,1,Borderouge,11973
line:69,27_1312421,2040402,1,Borderouge,11973
line:69,27_1311354,2039337,1,Borderouge,11973
line:69,27_1312071,2040053,1,Borderouge,11973
line:69,27_1311712,2039694,0,Ramonville,11972
line:69,27_1311629,2039612,1,Borderouge,11973
line:69,27_1311829,2039811,0,Ramonville,11972
line:69,27_1311056,2039039,0,Ramonville,11972
line:69,27_1312117,2040098,0,Ramonville,11972
line:69,27_1312062,2040044,1,Borderouge,11973
line:69,27_1312505,2040486,1,Borderouge,11973
line:69,27_1313100,2041078,1,Borderouge,11973
line:69,27_1313085,2041063,1,Borderouge,11973
line:69,27_1313354,2041325,1,Borderouge,11973
line:69,27_1311063,2039046,0,Ramonville,11972
line:69,27_1311587,2039570,1,Borderouge,11973
line:69,27_1311550,2039533,1,Borderouge,11973
line:69,27_1313261,2041235,0,Ramonville,11972
line:69,27_1311893,2039875,1,Borderouge,11973
line:69,27_1312514,2040495,1,Borderouge,11973
line:69,27_1312758,2040738,1,Borderouge,11973
line:69,27_1311192,2039175,0,Ramonville,11972
line:69,27_1312860,2040839,0,Ramonville,11972
line:69,27_1311889,2039871,1,Borderouge,11973
line:69,27_1312889,2040868,0,Ramonville,11972
line:69,27_1311778,2039760,0,Ramonville,11972
line:69,27_1311431,2039414,1,Borderouge,11973
line:69,27_1311181,2039164,0,Ramonville,11972
line:69,27_1313034,2041012,0,Ramonville,11972
line:69,27_1311373,2039356,1,Borderouge,11973
line:69,27_1311683,2039666,1,Borderouge,11973
line:69,27_1312697,2040677,0,Ramonville,11972
line:69,27_1311994,2039976,1,Borderouge,11973
line:69,27_1334902,2063434,0,Ramonville,11972
line:69,27_1313267,2041241,0,Ramonville,11972
line:69,27_1312941,2040920,1,Borderouge,11973
line:69,27_1312845,2040824,0,Ramonville,11972
line:69,27_1311475,2039458,1,Borderouge,11973
line:69,27_1311720,2039702,0,Ramonville,11972
line:69,27_1312794,2040774,1,Borderouge,11973
line:69,27_1311972,2039954,1,Borderouge,11973
line:69,27_1312088,2040070,1,Borderouge,11973
line:69,27_1312448,2040429,1,Borderouge,11973
line:69,27_1312223,2040204,0,Ramonville,11972
line:69,27_1312776,2040756,1,Borderouge,11973
line:69,27_1312025,2040007,1,Borderouge,11973
line:69,27_1311111,2039094,0,Ramonville,11972
line:69,27_1313031,2041009,0,Ramonville,11972
line:69,27_1312271,2040252,0,Ramonville,11972
line:69,27_1311954,2039936,1,Borderouge,11973
line:69,27_1310994,2038977,0,Ramonville,11972
line:69,27_1311618,2039601,1,Borderouge,11973
line:69,27_1311708,2039690,0,Ramonville,11972
line:69,27_1312289,2040270,0,Ramonville,11972
line:69,27_1312258,2040239,0,Ramonville,11972
line:69,27_1311786,2039768,0,Ramonville,11972
line:69,27_1334894,2063428,1,Borderouge,11973
line:69,27_1311948,2039930,1,Borderouge,11973
line:69,27_1313117,2041095,1,Borderouge,11973
line:69,27_1312441,2040422,1,Borderouge,11973
line:69,27_1311726,2039708,0,Ramonville,11972
line:69,27_1311981,2039963,1,Borderouge,11973
line:69,27_1312990,2040969,1,Borderouge,11973
line:69,27_1313174,2041151,0,Ramonville,11972
line:69,27_1312256,2040237,0,Ramonville,11972
line:69,27_1312616,2040597,1,Borderouge,11973
line:69,27_1311033,2039016,0,Ramonville,11972
line:69,27_1312539,2040520,1,Borderouge,11973
line:69,27_1311626,2039609,1,Borderouge,11973
line:69,27_1312701,2040681,0,Ramonville,11972
line:69,27_1311243,2039226,0,Ramonville,11972
line:69,27_1312378,2040359,1,Borderouge,11973
line:69,27_1311503,2039486,1,Borderouge,11973
line:69,27_1311180,2039163,0,Ramonville,11972
line:69,27_1313043,2041021,0,Ramonville,11972
line:69,27_1311546,2039529,1,Borderouge,11973
line:69,27_1310963,2038946,0,Ramonville,11972
line:69,27_1312103,2040085,1,Borderouge,11973
line:69,27_1312743,2040723,0,Ramonville,11972
line:69,27_1311413,2039396,1,Borderouge,11973
line:69,27_1312815,2040795,1,Borderouge,11973
line:69,27_1313266,2041240,0,Ramonville,11972
